Altmetric Pages
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=165132249
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=123104620
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=151287724
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=153252814
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=147967906
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=152027451
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=129498317
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=78410372
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=112914339
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=132853143
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=122498266
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=101640398
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=98985636
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=110283292
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=87085970
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=111881250
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=110342271
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=82936194
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=91472756
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=60581660
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=58084872
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=65363955
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=65468127
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=49540928
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=34929736
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=26717162
https://www.altmetric.com/details.php?domain=researchportal.plymouth.ac.uk&citation_id=14541080
